"Participant","Session","MsgId","Type","Messages","CurrentAction","NextIntents","ResponseNextMsg?","ResponseMsgId","ResponseMessages","ResponseCurrentAction","ResponseNextIntents","App","AppVersion"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","7","user","none of the above","","","y","8","Okay then; which of the following screens is <b>having or triggering the problem</b>?","CONFIRM_SELECTED_OB_SCREEN","OB_SCREEN_SELECTED","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","8","bot","Okay then; which of the following screens is <b>having or triggering the problem</b>?","CONFIRM_SELECTED_OB_SCREEN","OB_SCREEN_SELECTED","y","9","none of the above","","","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","9","user","none of the above","","","y","10","All right. Then; your problem description does not seem to match any app screen. Please tell me the <b>incorrect behavior</b> one more time","CONFIRM_SELECTED_OB_SCREEN","OB_DESCRIPTION","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","10","bot","All right. Then; your problem description does not seem to match any app screen. Please tell me the <b>incorrect behavior</b> one more time","CONFIRM_SELECTED_OB_SCREEN","OB_DESCRIPTION","y","11","DroidWeight has stopped","","","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","11","user","DroidWeight has stopped","","","y","12","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","12","bot","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","y","13","done; selectedValues = 0","","","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","13","user","done; selectedValues = 0","","","y","14","Got it; please tell me how the app is <b>supposed to work</b>","CONFIRM_SELECTED_OB_SCREEN","EB_DESCRIPTION","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","14","bot","Got it; please tell me how the app is <b>supposed to work</b>","CONFIRM_SELECTED_OB_SCREEN","EB_DESCRIPTION","y","15","calculate BMI","","","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","15","user","calculate BMI","","","y","16","I am sorry; I couldn't recognize the language of your description. Please tell me how the app is <b>supposed to work</b> one more time","PROVIDE_EB_NO_PARSE","EB_DESCRIPTION","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","16","bot","I am sorry; I couldn't recognize the language of your description. Please tell me how the app is <b>supposed to work</b> one more time","PROVIDE_EB_NO_PARSE","EB_DESCRIPTION","y","17","BMI Calculator","","","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","17","user","BMI Calculator","","","y","18","Okay; now I need the steps that you performed and caused the problem. <b>The next steps</b> that you performed <b>after you opened the app</b> might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","18","bot","Okay; now I need the steps that you performed and caused the problem. <b>The next steps</b> that you performed <b>after you opened the app</b> might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","y","19","none of the above","","","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","19","user","none of the above","","","y","20","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","20","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","21","Tap the Statistics","","","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","21","user","Tap the Statistics","","","y","22","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","22","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","23","yes","","","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","23","user","yes","","","y","24","Okay; is this <b>the last step</b> that you performed: ""Tap the Statistics""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","24","bot","Okay; is this <b>the last step</b> that you performed: ""Tap the Statistics""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","y","25","yes","","","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","25","user","yes","","","y","26","Okay; great!. The <b>bug report ID</b> that you need to provide in the survey is:. <b>P8-Droid_Weight-1.5.4-94eb7f91-b8e5-4152-9f20-0936eadb7102</b>. The button below will take you to the <b>bug report</b> you just issued. Thank you for using BURT","REPORT_SUMMARY","NO_EXPECTED_INTENT","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","26","bot","Okay; great!. The <b>bug report ID</b> that you need to provide in the survey is:. <b>P8-Droid_Weight-1.5.4-94eb7f91-b8e5-4152-9f20-0936eadb7102</b>. The button below will take you to the <b>bug report</b> you just issued. Thank you for using BURT","REPORT_SUMMARY","NO_EXPECTED_INTENT","y","27","This is the last step","","","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","27","user","This is the last step","","","y","28","You got it. The conversation will automatically end in a few seconds.","","","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","28","bot","You got it. The conversation will automatically end in a few seconds.","","","","","","","","Droid_Weight","1.5.4"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","1","user","P8","","","y","2","Hi P8; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","2","bot","Hi P8; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","y","3","; selectedValues = 3","","","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","3","user","; selectedValues = 3","","","y","4","Okay; please tell me the <b>incorrect behavior</b> that you observed on Grow Tracker","CONFIRM_APP","OB_DESCRIPTION","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","4","bot","Okay; please tell me the <b>incorrect behavior</b> that you observed on Grow Tracker","CONFIRM_APP","OB_DESCRIPTION","y","5","Tracker has stopped","","","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","5","user","Tracker has stopped","","","y","6","Oops; your description doesn't seem to match the language of the app. Please <b>rephrase the incorrect behavior</b> differently","REPHRASE_OB","OB_DESCRIPTION","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","6","bot","Oops; your description doesn't seem to match the language of the app. Please <b>rephrase the incorrect behavior</b> differently","REPHRASE_OB","OB_DESCRIPTION","y","7","app has stopped","","","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","7","user","app has stopped","","","y","8","Okay; just to double check; is this the screen that is <b>having or triggering</b> the problem?","CONFIRM_MATCHED_OB","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","8","bot","Okay; just to double check; is this the screen that is <b>having or triggering</b> the problem?","CONFIRM_MATCHED_OB","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","9","yes","","","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","9","user","yes","","","y","10","Okay; now please tell me how the app is <b>supposed to work</b>","PROVIDE_EB","EB_DESCRIPTION","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","10","bot","Okay; now please tell me how the app is <b>supposed to work</b>","PROVIDE_EB","EB_DESCRIPTION","y","11","Duplicate","","","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","11","user","Duplicate","","","y","12","I am sorry; I couldn't recognize the language of your description. Please tell me how the app is <b>supposed to work</b> one more time","PROVIDE_EB_NO_PARSE","EB_DESCRIPTION","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","12","bot","I am sorry; I couldn't recognize the language of your description. Please tell me how the app is <b>supposed to work</b> one more time","PROVIDE_EB_NO_PARSE","EB_DESCRIPTION","y","13","Duplicate a plant","","","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","13","user","Duplicate a plant","","","y","14","Okay; now I need the steps that you performed and caused the problem. <b>The next steps</b> that you performed <b>after you opened the app</b> might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","14","bot","Okay; now I need the steps that you performed and caused the problem. <b>The next steps</b> that you performed <b>after you opened the app</b> might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","y","15","done; selectedValues = 0; 1; 2; 3; 4","","","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","15","user","done; selectedValues = 0; 1; 2; 3; 4","","","y","16","Okay; it seems <b>the next steps</b> that you performed might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","16","bot","Okay; it seems <b>the next steps</b> that you performed might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","y","17","done; selectedValues = 0","","","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","17","user","done; selectedValues = 0","","","y","18","Okay; is this <b>the last step</b> that you performed: ""Tap the ""title (Duplicate)"" text view""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","18","bot","Okay; is this <b>the last step</b> that you performed: ""Tap the ""title (Duplicate)"" text view""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","y","19","yes","","","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","19","user","yes","","","y","20","Okay; great!. The <b>bug report ID</b> that you need to provide in the survey is:. <b>P8-Grow_Tracker-2.3.1-25d41c1f-a5b1-46aa-a472-2c8543c59dd7</b>. The button below will take you to the <b>bug report</b> you just issued. Thank you for using BURT","REPORT_SUMMARY","NO_EXPECTED_INTENT","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","20","bot","Okay; great!. The <b>bug report ID</b> that you need to provide in the survey is:. <b>P8-Grow_Tracker-2.3.1-25d41c1f-a5b1-46aa-a472-2c8543c59dd7</b>. The button below will take you to the <b>bug report</b> you just issued. Thank you for using BURT","REPORT_SUMMARY","NO_EXPECTED_INTENT","y","21","This is the last step","","","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","21","user","This is the last step","","","y","22","You got it. The conversation will automatically end in a few seconds.","","","Grow_Tracker","2.3.1"
"P8","25d41c1f-a5b1-46aa-a472-2c8543c59dd7","22","bot","You got it. The conversation will automatically end in a few seconds.","","","","","","","","Grow_Tracker","2.3.1"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","1","user","P9","","","y","2","Hi P9; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","2","bot","Hi P9; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","y","3","; selectedValues = 0","","","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","3","user","; selectedValues = 0","","","y","4","Okay; please tell me the <b>incorrect behavior</b> that you observed on Droid Weight","CONFIRM_APP","OB_DESCRIPTION","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","4","bot","Okay; please tell me the <b>incorrect behavior</b> that you observed on Droid Weight","CONFIRM_APP","OB_DESCRIPTION","y","5","DroidWeight has stopped","","","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","5","user","DroidWeight has stopped","","","y","6","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","6","bot","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","y","7","none of the above","","","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","7","user","none of the above","","","y","8","Okay then; which of the following screens is <b>having or triggering the problem</b>?","CONFIRM_SELECTED_OB_SCREEN","OB_SCREEN_SELECTED","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","8","bot","Okay then; which of the following screens is <b>having or triggering the problem</b>?","CONFIRM_SELECTED_OB_SCREEN","OB_SCREEN_SELECTED","y","9","none of the above","","","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","9","user","none of the above","","","y","10","All right. Then; your problem description does not seem to match any app screen. Please tell me the <b>incorrect behavior</b> one more time","CONFIRM_SELECTED_OB_SCREEN","OB_DESCRIPTION","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","10","bot","All right. Then; your problem description does not seem to match any app screen. Please tell me the <b>incorrect behavior</b> one more time","CONFIRM_SELECTED_OB_SCREEN","OB_DESCRIPTION","y","11","DroidWeight has stopped","","","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","11","user","DroidWeight has stopped","","","y","12","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","12","bot","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","y","13","none of the above","","","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","13","user","none of the above","","","y","14","All right; let's continue. Please tell me how the app is <b>supposed to work</b>","CONFIRM_SELECTED_OB_SCREEN","EB_DESCRIPTION","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","14","bot","All right; let's continue. Please tell me how the app is <b>supposed to work</b>","CONFIRM_SELECTED_OB_SCREEN","EB_DESCRIPTION","y","15","The app should let me Add previous comment","","","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","15","user","The app should let me Add previous comment","","","y","16","Okay; now I need the steps that you performed and caused the problem. Please tell me the <b>first step</b> that you performed after you opened the app","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","16","bot","Okay; now I need the steps that you performed and caused the problem. Please tell me the <b>first step</b> that you performed after you opened the app","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","17","I clicked the Weight window","","","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","17","user","I clicked the Weight window","","","y","18","Oops; it seems this step refers to multiple UI components (e.g.; the ""label (Weight)"" text view or the ""label measure (Weight:)"" text view or the ""label (Starting Weight)"" text view). Please <b>rephrase the step</b> more accurately <b>or provide a different step</b>?","DISAMBIGUATE_S2R","S2R_AMBIGUOUS_SELECTED","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","18","bot","Oops; it seems this step refers to multiple UI components (e.g.; the ""label (Weight)"" text view or the ""label measure (Weight:)"" text view or the ""label (Starting Weight)"" text view). Please <b>rephrase the step</b> more accurately <b>or provide a different step</b>?","DISAMBIGUATE_S2R","S2R_AMBIGUOUS_SELECTED","y","19","I clicked the ""label measure (Weight:)"" text view ","","","Droid_Weight","1.5.4"
"P9","81fc2e5e-51e9-467a-8875-46c586fad67d","19","user","I clicked the ""label measure (Weight:)"" text view ","","","y","20","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","Droid_Weight","1.5.4"
